"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","1964","1964",6.4,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","1965","1965",5.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","1966","1966",6.8,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","1967","1967",6.1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","1968","1968",3.3,"B","Break"
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","1969","1969",4.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","1970","1970",7.5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","1971","1971",5.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","1972","1972",4.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","1973","1973",4.5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","1974","1974",5.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","1975","1975",7.3,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","1976","1976",7.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","1977","1977",6.3,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","1978","1978",5.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","1979","1979",5.5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","1980","1980",7.2,"B","Break"
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","1981","1981",6.8,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","1982","1982",7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","1983","1983",4.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","1985","1985",6.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","1986","1986",4.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","1987","1987",5.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","1988","1988",5.8,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","1989","1989",5.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","1990","1990",6.3,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","1991","1991",7.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","1992","1992",7.3,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","1993","1993",7.4,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","1994","1994",6.4,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","1995","1995",6.4,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","1996","1996",6.4,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","1997","1997",7.1,"B","Break"
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","1998","1998",7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","1999","1999",6.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","2000","2000",7.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","2001","2001",7.5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","2002","2002",6.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","2003","2003",7.4,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","2004","2004",6.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","2005","2005",7.5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","2006","2006",7.8,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","2007","2007",5.8,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","2008","2008",8.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","2009","2009",9.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","2010","2010",10.4,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","2011","2011",9.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","2012","2012",7.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","2013","2013",7.5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","2014","2014",8.8,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","2015","2015",10.3,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","2016","2016",9.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","2017","2017",10.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","2018","2018",10.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","2019","2019",9.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","2020","2020",9.4,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","1960","1960",47,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","1961","1961",49.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","1962","1962",49,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","1963","1963",45.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","1964","1964",36.5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","1965","1965",37.4,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","1966","1966",31.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","1967","1967",31.8,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","1968","1968",24.7,"B","Break"
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","1969","1969",21.8,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","1972","1972",26,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","1974","1974",28.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","1975","1975",26.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","1976","1976",28.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","1977","1977",31.5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","1984","1984",48.8,"B","Break"
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","1985","1985",61.5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","1986","1986",73.4,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","1990","1990",89.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","1991","1991",106.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","1992","1992",106.8,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","1993","1993",101.8,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","1994","1994",86.8,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","1995","1995",70.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","1996","1996",75.1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","1997","1997",69.2,"B","Break"
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","1998","1998",76.4,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","1999","1999",71.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","2000","2000",78.1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","2001","2001",78.4,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","2002","2002",81.5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","2003","2003",58.8,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","2004","2004",57,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","2005","2005",49.1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","2006","2006",43.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","2007","2007",37.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","2008","2008",39.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","2009","2009",43.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","2010","2010",39.5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","2011","2011",34.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","2012","2012",32.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","2013","2013",29.4,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","2014","2014",25.3,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","2015","2015",24,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","2016","2016",23.4,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","2017","2017",22.8,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","2018","2018",23.5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","2019","2019",23.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","1980","1980",6.1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","1981","1981",7.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","1982","1982",6.3,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","1983","1983",6.8,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","1984","1984",6.1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","1985","1985",5.4,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","1986","1986",4.5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","1987","1987",4.5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","1988","1988",6.1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","1989","1989",9.1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","1990","1990",9.4,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","1991","1991",12,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","1992","1992",16.3,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","1993","1993",25.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","1994","1994",23.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","1995","1995",18.8,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","1996","1996",15.8,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","1997","1997",16.4,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","1998","1998",13.3,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","1999","1999",13,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","2000","2000",12.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","2001","2001",12.5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","2002","2002",11.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","2003","2003",11,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","2004","2004",9.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","2005","2005",10.3,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","2006","2006",9.8,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","2007","2007",8.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","2008","2008",7.8,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","2009","2009",6.5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","2010","2010",6.4,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","2011","2011",6.1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","2012","2012",6.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","2013","2013",5.8,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","2014","2014",6.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","2015","2015",4.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","2016","2016",4.4,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","2017","2017",3.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","2018","2018",3.8,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","2019","2019",3.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","2020","2020",3.3,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LTU","Lithuania","1981","1981",7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LTU","Lithuania","1982","1982",6.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LTU","Lithuania","1985","1985",6.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LTU","Lithuania","1986","1986",5.3,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LTU","Lithuania","1987","1987",4,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LTU","Lithuania","1988","1988",5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LTU","Lithuania","1989","1989",6.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LTU","Lithuania","1990","1990",8.1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LTU","Lithuania","1991","1991",9.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LTU","Lithuania","1992","1992",11.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LTU","Lithuania","1993","1993",13.5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LTU","Lithuania","1994","1994",14.3,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LTU","Lithuania","1995","1995",12.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LTU","Lithuania","1996","1996",9.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LTU","Lithuania","1997","1997",9.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LTU","Lithuania","1998","1998",8.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LTU","Lithuania","1999","1999",8.8,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LTU","Lithuania","2000","2000",10.5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LTU","Lithuania","2001","2001",10.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LTU","Lithuania","2002","2002",7.3,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LTU","Lithuania","2003","2003",10,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LTU","Lithuania","2004","2004",8.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LTU","Lithuania","2005","2005",9.5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LTU","Lithuania","2006","2006",8,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LTU","Lithuania","2007","2007",7.4,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LTU","Lithuania","2008","2008",7.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LTU","Lithuania","2009","2009",6.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LTU","Lithuania","2010","2010",5.5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LTU","Lithuania","2011","2011",5.1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LTU","Lithuania","2012","2012",4.4,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LTU","Lithuania","2013","2013",4.8,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LTU","Lithuania","2014","2014",3.8,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LTU","Lithuania","2015","2015",4.1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LTU","Lithuania","2016","2016",3.4,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LTU","Lithuania","2017","2017",2.8,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LTU","Lithuania","2018","2018",2.5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LTU","Lithuania","2019","2019",2.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","LTU","Lithuania","2020","2020",2.3,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","1964","1964",2.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","1965","1965",2.1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","1966","1966",2.5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","1967","1967",2.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","1968","1968",2.4,"B","Break"
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","1969","1969",2.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","1970","1970",2.4,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","1971","1971",2.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","1972","1972",2.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","1973","1973",2.5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","1974","1974",2.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","1975","1975",2.5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","1976","1976",2.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","1977","1977",2.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","1978","1978",2.8,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","1979","1979",2.4,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","1980","1980",2.6,"B","Break"
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","1981","1981",3.8,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","1982","1982",3.4,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","1983","1983",3.1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","1984","1984",3.4,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","1985","1985",3.5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","1986","1986",3.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","1987","1987",2.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","1988","1988",2.8,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","1989","1989",2.5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","1990","1990",3.4,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","1991","1991",4.3,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","1992","1992",5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","1993","1993",5.3,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","1994","1994",5.3,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","1995","1995",4.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","1996","1996",5.1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","1997","1997",4.5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","1998","1998",4,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","1999","1999",2.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","2000","2000",3.5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","2001","2001",3.1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","2002","2002",2.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","2003","2003",2.8,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","2004","2004",2.8,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","2005","2005",2.4,"B","Break"
